what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1618972261882
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1618972261884
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1618972261885
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1618972261886
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1618972261889
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1618972261890
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1618972261892
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1618972261893
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1618972261893
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1618972261895
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1618972261897
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1618972261899
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1618972261901
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1618972261903
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1618972261905
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1618972261905
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1618972261906
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1618972261908
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1618972261910
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1618972261911
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1618972261914
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1618972261917
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1618972261919
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1618972261921
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1618972261923
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1618972261926
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1618972261929
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1618972261931
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1618972261933
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1618972261936
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1618972261938
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1618972261940
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1618972261942
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1618972261942
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1618972261944
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1618972261945
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1618972261947
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1618972261948
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1618972261949
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1618972261953
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1618972261954
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1618972261957
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1618972261958
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1618972261959
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1618972261961
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1618972261962
started,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1618972261963
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1618972261963
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1618972261964
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1618972261964
os,sysinfo,,,"win32",1618972261966
arch,sysinfo,,,"x86",1618972261966
ws,sysinfo,,,"win32",1618972261966
locale,sysinfo,,,"zh_CN",1618972261966
processors,sysinfo,,,"8",1618972261966
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1618972261966
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1618972261966
java.specification.name,sysinfo,,,"Java Platform API Specification",1618972261966
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1618972261966
java.specification.version,sysinfo,,,"1.6",1618972261966
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1618972261966
java.version,sysinfo,,,"1.6.0_23",1618972261966
java.vm.info,sysinfo,,,"mixed mode",1618972261966
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1618972261966
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1618972261966
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1618972261966
java.vm.specification.version,sysinfo,,,"1.0",1618972261966
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1618972261966
java.vm.version,sysinfo,,,"19.0-b09",1618972261966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972282075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972283126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972288413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972289390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972290968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972292645
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1618972298896
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1618972299039
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1618972299317
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1618972299333
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1618972299335
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1618972299338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972299974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972304389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972308425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972310440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972319670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972321101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972326080
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1618972529246
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1618972529302
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1618972529861
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1618972532213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972539098
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1618972550114
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618972550145
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618972550244
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1618972550722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972571803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972582710
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618972582725
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618972585441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972598930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972605985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1618972609546
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618972630125
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1618972657597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972670768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972671928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972681636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972684619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972685549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972691488
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618972691509
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618972693528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972700421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972702350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972710868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972712688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972712903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972727637
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1618972739194
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618972743523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972750681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972771826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972772100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972775732
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1618972780509
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1618972782452
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618972813732
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618972825337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972832619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972976970
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618972980878
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618972980945
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618972981051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618972986083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618973005831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618973006266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618973009917
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1618973079092
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1618973079099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618973174554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618973175776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618973192752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974011297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974020417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974039736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974043328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974043567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974043616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974058847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974075206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974090417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974093407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974095217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974107286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974115427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974116727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974169357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974170921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974477925
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618974481180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1618974485661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974488070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974498691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1618974504335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974505502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974879535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618974886156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975160162
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618975162117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975177046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975216188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975218034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975220631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975226365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975274193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618975279634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618978481385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618978485524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618978487599
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1618978487716
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618978487838
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1618978488212
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1618978488212
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1618978488215
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1618978488215
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1618978488215
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1618978488215
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1618978488215
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1618978488215
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1618978488215
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1618978488215
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1618978488223
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1618978488224
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1618978488232
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1618978488237
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1618978488241
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1618978488241
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1618978488251
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1618978488256
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1618978488256
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1618978488261
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1618978488261
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1618978488270
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1618978488270
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1618978488270
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1618978488280
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1618978488280
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1618978488290
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1618978488290
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1618978488290
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1618978488290
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1618984520482
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1618984520483
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1618984520483
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1618984520483
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1618984520484
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1618984520484
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1618984520485
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1618984520485
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1618984520485
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1618984520485
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1618984520486
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1618984520486
